GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ABDPE001,NAME_M,ABDPM001
"G0500770","2010-2014",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",26986,"Lee County, Arkansas",4018
"G0500790","2010-2014",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",32615,"Lincoln County, Arkansas",2830
"G0500810","2010-2014",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",39494,"Little River County, Arkansas",4659
"G0500830","2010-2014",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",36062,"Logan County, Arkansas",2429
"G0500850","2010-2014",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",52805,"Lonoke County, Arkansas",2263
"G0500870","2010-2014",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",37351,"Madison County, Arkansas",2021
"G0500890","2010-2014",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",33293,"Marion County, Arkansas",2604
"G0500910","2010-2014",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",40829,"Miller County, Arkansas",1729
"G0500930","2010-2014",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",34424,"Mississippi County, Arkansas",1806
"G0500950","2010-2014",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",27571,"Monroe County, Arkansas",2911
"G0500970","2010-2014",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",32293,"Montgomery County, Arkansas",2427
"G0500990","2010-2014",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",31614,"Nevada County, Arkansas",5731
"G0501010","2010-2014",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",32500,"Newton County, Arkansas",4427
"G0501030","2010-2014",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",32220,"Ouachita County, Arkansas",2271
"G0501050","2010-2014",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",42030,"Perry County, Arkansas",3859
"G0501070","2010-2014",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",27183,"Phillips County, Arkansas",2079
"G0501090","2010-2014",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",32045,"Pike County, Arkansas",2124
"G0501110","2010-2014",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",33238,"Poinsett County, Arkansas",2564
"G0501130","2010-2014",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",33558,"Polk County, Arkansas",2067
"G0501150","2010-2014",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",40818,"Pope County, Arkansas",2677
"G0501170","2010-2014",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",36904,"Prairie County, Arkansas",3448
"G0501190","2010-2014",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",46410,"Pulaski County, Arkansas",863
"G0501210","2010-2014",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",36487,"Randolph County, Arkansas",3478
"G0501230","2010-2014",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",31336,"St. Francis County, Arkansas",2516
"G0501250","2010-2014",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",55697,"Saline County, Arkansas",1675
"G0501270","2010-2014",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",36754,"Scott County, Arkansas",3250
"G0501290","2010-2014",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",33610,"Searcy County, Arkansas",3353
"G0501310","2010-2014",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",39208,"Sebastian County, Arkansas",1459
"G0501330","2010-2014",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",36218,"Sevier County, Arkansas",2702
"G0501350","2010-2014",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",30826,"Sharp County, Arkansas",1783
"G0501370","2010-2014",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",29982,"Stone County, Arkansas",2587
"G0501390","2010-2014",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",38762,"Union County, Arkansas",2136
"G0501410","2010-2014",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",31030,"Van Buren County, Arkansas",1975
"G0501430","2010-2014",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",41983,"Washington County, Arkansas",1034
"G0501450","2010-2014",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",42852,"White County, Arkansas",1872
"G0501470","2010-2014",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",27165,"Woodruff County, Arkansas",3861
"G0501490","2010-2014",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",37378,"Yell County, Arkansas",2651
"G0600010","2010-2014",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",73775,"Alameda County, California",762
"G0600030","2010-2014",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",61343,"Alpine County, California",4265
"G0600050","2010-2014",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",52964,"Amador County, California",3595
"G0600070","2010-2014",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",43165,"Butte County, California",1130
"G0600090","2010-2014",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",54936,"Calaveras County, California",3175
"G0600110","2010-2014",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",50503,"Colusa County, California",3403
"G0600130","2010-2014",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",79799,"Contra Costa County, California",955
"G0600150","2010-2014",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",39302,"Del Norte County, California",4825
"G0600170","2010-2014",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",68507,"El Dorado County, California",2109
"G0600190","2010-2014",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",45201,"Fresno County, California",713
"G0600210","2010-2014",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",40106,"Glenn County, California",4665
"G0600230","2010-2014",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",42153,"Humboldt County, California",1275
"G0600250","2010-2014",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",41772,"Imperial County, California",1696
"G0600270","2010-2014",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",45625,"Inyo County, California",2684
"G0600290","2010-2014",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",48574,"Kern County, California",913
"G0600310","2010-2014",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",47341,"Kings County, California",1550
"G0600330","2010-2014",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",35997,"Lake County, California",2154
"G0600350","2010-2014",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",53351,"Lassen County, California",3363
"G0600370","2010-2014",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",55870,"Los Angeles County, California",244
"G0600390","2010-2014",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",45490,"Madera County, California",1912
"G0600410","2010-2014",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",91529,"Marin County, California",2681
"G0600430","2010-2014",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",50560,"Mariposa County, California",3962
"G0600450","2010-2014",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",43290,"Mendocino County, California",1704
"G0600470","2010-2014",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",43066,"Merced County, California",1381
"G0600490","2010-2014",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",38560,"Modoc County, California",3271
"G0600510","2010-2014",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",61814,"Mono County, California",5460
"G0600530","2010-2014",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",58582,"Monterey County, California",983
"G0600550","2010-2014",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",70925,"Napa County, California",2288
"G0600570","2010-2014",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",56949,"Nevada County, California",2464
"G0600590","2010-2014",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",75998,"Orange County, California",548
"G0600610","2010-2014",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",73747,"Placer County, California",1204
"G0600630","2010-2014",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",48032,"Plumas County, California",3968
"G0600650","2010-2014",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",56592,"Riverside County, California",523
"G0600670","2010-2014",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",55615,"Sacramento County, California",606
"G0600690","2010-2014",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",67874,"San Benito County, California",2626
"G0600710","2010-2014",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",54100,"San Bernardino County, California",452
"G0600730","2010-2014",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",63996,"San Diego County, California",576
"G0600750","2010-2014",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",78378,"San Francisco County, California",1490
"G0600770","2010-2014",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",53253,"San Joaquin County, California",679
"G0600790","2010-2014",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",59454,"San Luis Obispo County, California",1455
"G0600810","2010-2014",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",91421,"San Mateo County, California",1320
"G0600830","2010-2014",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",63409,"Santa Barbara County, California",1372
"G0600850","2010-2014",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",93854,"Santa Clara County, California",745
"G0600870","2010-2014",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",66923,"Santa Cruz County, California",1815
"G0600890","2010-2014",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",44556,"Shasta County, California",1108
"G0600910","2010-2014",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",43107,"Sierra County, California",7027
"G0600930","2010-2014",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",37495,"Siskiyou County, California",1719
"G0600950","2010-2014",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",67341,"Solano County, California",1369
"G0600970","2010-2014",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",63799,"Sonoma County, California",1179
"G0600990","2010-2014",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",49573,"Stanislaus County, California",1110
"G0601010","2010-2014",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",51527,"Sutter County, California",1534
"G0601030","2010-2014",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",42369,"Tehama County, California",1978
"G0601050","2010-2014",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",36862,"Trinity County, California",5463
"G0601070","2010-2014",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",42863,"Tulare County, California",901
"G0601090","2010-2014",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",48493,"Tuolumne County, California",1823
"G0601110","2010-2014",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",77335,"Ventura County, California",779
"G0601130","2010-2014",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",55508,"Yolo County, California",1754
"G0601150","2010-2014",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",45470,"Yuba County, California",1777
"G0800010","2010-2014",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",57421,"Adams County, Colorado",949
"G0800030","2010-2014",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",31400,"Alamosa County, Colorado",3803
"G0800050","2010-2014",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",62213,"Arapahoe County, Colorado",714
"G0800070","2010-2014",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",48186,"Archuleta County, Colorado",4962
"G0800090","2010-2014",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",38625,"Baca County, Colorado",2604
"G0800110","2010-2014",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",39053,"Bent County, Colorado",2566
"G0800130","2010-2014",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",69407,"Boulder County, Colorado",1451
"G0800140","2010-2014",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",80430,"Broomfield County, Colorado",3515
"G0800150","2010-2014",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",48528,"Chaffee County, Colorado",3627
"G0800170","2010-2014",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",53900,"Cheyenne County, Colorado",6063
"G0800190","2010-2014",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",68531,"Clear Creek County, Colorado",4814
"G0800210","2010-2014",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",37357,"Conejos County, Colorado",5218
"G0800230","2010-2014",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",33594,"Costilla County, Colorado",9414
"G0800250","2010-2014",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",31534,"Crowley County, Colorado",6500
"G0800270","2010-2014",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",32261,"Custer County, Colorado",3144
"G0800290","2010-2014",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",42389,"Delta County, Colorado",2595
"G0800310","2010-2014",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",51800,"Denver County, Colorado",682
"G0800330","2010-2014",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",32578,"Dolores County, Colorado",5776
"G0800350","2010-2014",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",102626,"Douglas County, Colorado",1592
"G0800370","2010-2014",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",73774,"Eagle County, Colorado",5282
"G0800390","2010-2014",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",82154,"Elbert County, Colorado",4193
"G0800410","2010-2014",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",57487,"El Paso County, Colorado",819
"G0800430","2010-2014",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Colorado",40569,"Fremont County, Colorado",1721
"G0800450","2010-2014",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Colorado",57214,"Garfield County, Colorado",3527
"G0800470","2010-2014",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilpin County, Colorado",65851,"Gilpin County, Colorado",9146
"G0800490","2010-2014",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Colorado",64109,"Grand County, Colorado",5270
"G0800510","2010-2014",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison County, Colorado",51371,"Gunnison County, Colorado",6681
"G0800530","2010-2014",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale County, Colorado",55682,"Hinsdale County, Colorado",6640
"G0800550","2010-2014",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huerfano County, Colorado",32932,"Huerfano County, Colorado",2905
"G0800570","2010-2014",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Colorado",45606,"Jackson County, Colorado",5368
"G0800590","2010-2014",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Colorado",69698,"Jefferson County, Colorado",878
"G0800610","2010-2014",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Colorado",39375,"Kiowa County, Colorado",4070
"G0800630","2010-2014",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit Carson County, Colorado",41495,"Kit Carson County, Colorado",5902
"G0800650","2010-2014",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Colorado",46174,"Lake County, Colorado",10542
"G0800670","2010-2014",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Plata County, Colorado",58456,"La Plata County, Colorado",3191
"G0800690","2010-2014",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Larimer County, Colorado",58844,"Larimer County, Colorado",880
"G0800710","2010-2014",,,"Colorado","08","Las Animas County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Animas County, Colorado",45707,"Las Animas County, Colorado",2024
