GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ABDPE001,NAME_M,ABDPM001
"G5107700","2010-2014",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke city, Virginia",39530,"Roanoke city, Virginia",1248
"G5107750","2010-2014",,,"Virginia","51","Salem city","775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem city, Virginia",50590,"Salem city, Virginia",2117
"G5107900","2010-2014",,,"Virginia","51","Staunton city","790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Staunton city, Virginia",39982,"Staunton city, Virginia",2611
"G5108000","2010-2014",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk city, Virginia",66822,"Suffolk city, Virginia",2281
"G5108100","2010-2014",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Virginia Beach city, Virginia",67001,"Virginia Beach city, Virginia",938
"G5108200","2010-2014",,,"Virginia","51","Waynesboro city","820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waynesboro city, Virginia",45499,"Waynesboro city, Virginia",2620
"G5108300","2010-2014",,,"Virginia","51","Williamsburg city","830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamsburg city, Virginia",48057,"Williamsburg city, Virginia",4448
"G5108400","2010-2014",,,"Virginia","51","Winchester city","840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winchester city, Virginia",44731,"Winchester city, Virginia",2463
"G5300010","2010-2014",,,"Washington","53","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Washington",44533,"Adams County, Washington",4284
"G5300030","2010-2014",,,"Washington","53","Asotin County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asotin County, Washington",42689,"Asotin County, Washington",2578
"G5300050","2010-2014",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Washington",60589,"Benton County, Washington",1571
"G5300070","2010-2014",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelan County, Washington",50876,"Chelan County, Washington",1835
"G5300090","2010-2014",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clallam County, Washington",47008,"Clallam County, Washington",1475
"G5300110","2010-2014",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Washington",59551,"Clark County, Washington",1017
"G5300130","2010-2014",,,"Washington","53","Columbia County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Washington",41071,"Columbia County, Washington",5707
"G5300150","2010-2014",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cowlitz County, Washington",46571,"Cowlitz County, Washington",1366
"G5300170","2010-2014",,,"Washington","53","Douglas County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Washington",53235,"Douglas County, Washington",2112
"G5300190","2010-2014",,,"Washington","53","Ferry County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferry County, Washington",37542,"Ferry County, Washington",3494
"G5300210","2010-2014",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Washington",56719,"Franklin County, Washington",2583
"G5300230","2010-2014",,,"Washington","53","Garfield County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Washington",50915,"Garfield County, Washington",3866
"G5300250","2010-2014",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Washington",46772,"Grant County, Washington",1976
"G5300270","2010-2014",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grays Harbor County, Washington",43379,"Grays Harbor County, Washington",1453
"G5300290","2010-2014",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Island County, Washington",59107,"Island County, Washington",2378
"G5300310","2010-2014",,,"Washington","53","Jefferson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Washington",47202,"Jefferson County, Washington",2548
"G5300330","2010-2014",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"King County, Washington",73035,"King County, Washington",697
"G5300350","2010-2014",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kitsap County, Washington",62473,"Kitsap County, Washington",1317
"G5300370","2010-2014",,,"Washington","53","Kittitas County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kittitas County, Washington",45406,"Kittitas County, Washington",2855
"G5300390","2010-2014",,,"Washington","53","Klickitat County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Klickitat County, Washington",46368,"Klickitat County, Washington",3815
"G5300410","2010-2014",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Washington",42917,"Lewis County, Washington",1447
"G5300430","2010-2014",,,"Washington","53","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Washington",47161,"Lincoln County, Washington",2737
"G5300450","2010-2014",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Washington",49538,"Mason County, Washington",2685
"G5300470","2010-2014",,,"Washington","53","Okanogan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okanogan County, Washington",39665,"Okanogan County, Washington",2735
"G5300490","2010-2014",,,"Washington","53","Pacific County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pacific County, Washington",39418,"Pacific County, Washington",2703
"G5300510","2010-2014",,,"Washington","53","Pend Oreille County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pend Oreille County, Washington",40070,"Pend Oreille County, Washington",4110
"G5300530","2010-2014",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Washington",59711,"Pierce County, Washington",761
"G5300550","2010-2014",,,"Washington","53","San Juan County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, Washington",54331,"San Juan County, Washington",2133
"G5300570","2010-2014",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skagit County, Washington",54917,"Skagit County, Washington",1524
"G5300590","2010-2014",,,"Washington","53","Skamania County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skamania County, Washington",50986,"Skamania County, Washington",4453
"G5300610","2010-2014",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Snohomish County, Washington",69443,"Snohomish County, Washington",1024
"G5300630","2010-2014",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spokane County, Washington",50432,"Spokane County, Washington",706
"G5300650","2010-2014",,,"Washington","53","Stevens County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stevens County, Washington",42111,"Stevens County, Washington",1567
"G5300670","2010-2014",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Washington",62286,"Thurston County, Washington",1292
"G5300690","2010-2014",,,"Washington","53","Wahkiakum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wahkiakum County, Washington",44500,"Wahkiakum County, Washington",7155
"G5300710","2010-2014",,,"Washington","53","Walla Walla County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walla Walla County, Washington",47854,"Walla Walla County, Washington",2076
"G5300730","2010-2014",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whatcom County, Washington",53025,"Whatcom County, Washington",1304
"G5300750","2010-2014",,,"Washington","53","Whitman County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitman County, Washington",35578,"Whitman County, Washington",2283
"G5300770","2010-2014",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yakima County, Washington",43956,"Yakima County, Washington",1255
"G5400010","2010-2014",,,"West Virginia","54","Barbour County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbour County, West Virginia",36351,"Barbour County, West Virginia",2107
"G5400030","2010-2014",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkeley County, West Virginia",55100,"Berkeley County, West Virginia",1647
"G5400050","2010-2014",,,"West Virginia","54","Boone County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, West Virginia",42740,"Boone County, West Virginia",3545
"G5400070","2010-2014",,,"West Virginia","54","Braxton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Braxton County, West Virginia",31984,"Braxton County, West Virginia",3064
"G5400090","2010-2014",,,"West Virginia","54","Brooke County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooke County, West Virginia",44067,"Brooke County, West Virginia",4813
"G5400110","2010-2014",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cabell County, West Virginia",37716,"Cabell County, West Virginia",1396
"G5400130","2010-2014",,,"West Virginia","54","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, West Virginia",31017,"Calhoun County, West Virginia",3566
"G5400150","2010-2014",,,"West Virginia","54","Clay County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, West Virginia",32933,"Clay County, West Virginia",4812
"G5400170","2010-2014",,,"West Virginia","54","Doddridge County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doddridge County, West Virginia",40329,"Doddridge County, West Virginia",4487
"G5400190","2010-2014",,,"West Virginia","54","Fayette County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, West Virginia",34914,"Fayette County, West Virginia",1880
"G5400210","2010-2014",,,"West Virginia","54","Gilmer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilmer County, West Virginia",35625,"Gilmer County, West Virginia",3899
"G5400230","2010-2014",,,"West Virginia","54","Grant County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, West Virginia",41600,"Grant County, West Virginia",3835
"G5400250","2010-2014",,,"West Virginia","54","Greenbrier County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenbrier County, West Virginia",40256,"Greenbrier County, West Virginia",3552
"G5400270","2010-2014",,,"West Virginia","54","Hampshire County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampshire County, West Virginia",26828,"Hampshire County, West Virginia",1513
"G5400290","2010-2014",,,"West Virginia","54","Hancock County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, West Virginia",39342,"Hancock County, West Virginia",2247
"G5400310","2010-2014",,,"West Virginia","54","Hardy County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardy County, West Virginia",36465,"Hardy County, West Virginia",2985
"G5400330","2010-2014",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, West Virginia",43130,"Harrison County, West Virginia",1536
"G5400350","2010-2014",,,"West Virginia","54","Jackson County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, West Virginia",40733,"Jackson County, West Virginia",2544
"G5400370","2010-2014",,,"West Virginia","54","Jefferson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, West Virginia",66205,"Jefferson County, West Virginia",2088
"G5400390","2010-2014",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kanawha County, West Virginia",46583,"Kanawha County, West Virginia",921
"G5400410","2010-2014",,,"West Virginia","54","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, West Virginia",38006,"Lewis County, West Virginia",2049
"G5400430","2010-2014",,,"West Virginia","54","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, West Virginia",35623,"Lincoln County, West Virginia",3010
"G5400450","2010-2014",,,"West Virginia","54","Logan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, West Virginia",37312,"Logan County, West Virginia",2798
"G5400470","2010-2014",,,"West Virginia","54","McDowell County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDowell County, West Virginia",23607,"McDowell County, West Virginia",1932
"G5400490","2010-2014",,,"West Virginia","54","Marion County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, West Virginia",43085,"Marion County, West Virginia",2307
"G5400510","2010-2014",,,"West Virginia","54","Marshall County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, West Virginia",41978,"Marshall County, West Virginia",1605
"G5400530","2010-2014",,,"West Virginia","54","Mason County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, West Virginia",38297,"Mason County, West Virginia",2118
"G5400550","2010-2014",,,"West Virginia","54","Mercer County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, West Virginia",35678,"Mercer County, West Virginia",1623
"G5400570","2010-2014",,,"West Virginia","54","Mineral County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, West Virginia",30713,"Mineral County, West Virginia",2766
"G5400590","2010-2014",,,"West Virginia","54","Mingo County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mingo County, West Virginia",34495,"Mingo County, West Virginia",2383
"G5400610","2010-2014",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monongalia County, West Virginia",46166,"Monongalia County, West Virginia",1879
"G5400630","2010-2014",,,"West Virginia","54","Monroe County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, West Virginia",38239,"Monroe County, West Virginia",4055
"G5400650","2010-2014",,,"West Virginia","54","Morgan County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, West Virginia",37406,"Morgan County, West Virginia",4153
"G5400670","2010-2014",,,"West Virginia","54","Nicholas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicholas County, West Virginia",38755,"Nicholas County, West Virginia",3141
"G5400690","2010-2014",,,"West Virginia","54","Ohio County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, West Virginia",40342,"Ohio County, West Virginia",1464
"G5400710","2010-2014",,,"West Virginia","54","Pendleton County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pendleton County, West Virginia",36052,"Pendleton County, West Virginia",3112
"G5400730","2010-2014",,,"West Virginia","54","Pleasants County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pleasants County, West Virginia",43831,"Pleasants County, West Virginia",3899
"G5400750","2010-2014",,,"West Virginia","54","Pocahontas County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pocahontas County, West Virginia",34761,"Pocahontas County, West Virginia",3888
"G5400770","2010-2014",,,"West Virginia","54","Preston County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Preston County, West Virginia",45806,"Preston County, West Virginia",1993
"G5400790","2010-2014",,,"West Virginia","54","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, West Virginia",55939,"Putnam County, West Virginia",3052
"G5400810","2010-2014",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raleigh County, West Virginia",41152,"Raleigh County, West Virginia",1839
"G5400830","2010-2014",,,"West Virginia","54","Randolph County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, West Virginia",40146,"Randolph County, West Virginia",1616
"G5400850","2010-2014",,,"West Virginia","54","Ritchie County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ritchie County, West Virginia",39118,"Ritchie County, West Virginia",3121
"G5400870","2010-2014",,,"West Virginia","54","Roane County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roane County, West Virginia",30104,"Roane County, West Virginia",2543
"G5400890","2010-2014",,,"West Virginia","54","Summers County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Summers County, West Virginia",35040,"Summers County, West Virginia",2836
"G5400910","2010-2014",,,"West Virginia","54","Taylor County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, West Virginia",39933,"Taylor County, West Virginia",4534
"G5400930","2010-2014",,,"West Virginia","54","Tucker County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tucker County, West Virginia",38663,"Tucker County, West Virginia",2769
"G5400950","2010-2014",,,"West Virginia","54","Tyler County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyler County, West Virginia",39974,"Tyler County, West Virginia",2612
"G5400970","2010-2014",,,"West Virginia","54","Upshur County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upshur County, West Virginia",39188,"Upshur County, West Virginia",3500
"G5400990","2010-2014",,,"West Virginia","54","Wayne County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, West Virginia",37491,"Wayne County, West Virginia",3083
"G5401010","2010-2014",,,"West Virginia","54","Webster County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, West Virginia",28907,"Webster County, West Virginia",2273
"G5401030","2010-2014",,,"West Virginia","54","Wetzel County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wetzel County, West Virginia",38066,"Wetzel County, West Virginia",2791
"G5401050","2010-2014",,,"West Virginia","54","Wirt County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wirt County, West Virginia",37117,"Wirt County, West Virginia",5740
"G5401070","2010-2014",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wood County, West Virginia",42471,"Wood County, West Virginia",1136
"G5401090","2010-2014",,,"West Virginia","54","Wyoming County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming County, West Virginia",34620,"Wyoming County, West Virginia",2920
"G5500010","2010-2014",,,"Wisconsin","55","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Wisconsin",45366,"Adams County, Wisconsin",1513
"G5500030","2010-2014",,,"Wisconsin","55","Ashland County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashland County, Wisconsin",39172,"Ashland County, Wisconsin",1832
"G5500050","2010-2014",,,"Wisconsin","55","Barron County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barron County, Wisconsin",44709,"Barron County, Wisconsin",1449
"G5500070","2010-2014",,,"Wisconsin","55","Bayfield County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayfield County, Wisconsin",45158,"Bayfield County, Wisconsin",1613
"G5500090","2010-2014",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Wisconsin",53254,"Brown County, Wisconsin",1046
"G5500110","2010-2014",,,"Wisconsin","55","Buffalo County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, Wisconsin",48585,"Buffalo County, Wisconsin",1813
"G5500130","2010-2014",,,"Wisconsin","55","Burnett County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burnett County, Wisconsin",40722,"Burnett County, Wisconsin",1201
"G5500150","2010-2014",,,"Wisconsin","55","Calumet County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calumet County, Wisconsin",66250,"Calumet County, Wisconsin",1371
"G5500170","2010-2014",,,"Wisconsin","55","Chippewa County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chippewa County, Wisconsin",51428,"Chippewa County, Wisconsin",1650
"G5500190","2010-2014",,,"Wisconsin","55","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Wisconsin",43515,"Clark County, Wisconsin",1342
"G5500210","2010-2014",,,"Wisconsin","55","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Wisconsin",58703,"Columbia County, Wisconsin",1588
"G5500230","2010-2014",,,"Wisconsin","55","Crawford County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Wisconsin",43638,"Crawford County, Wisconsin",1950
"G5500250","2010-2014",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dane County, Wisconsin",62303,"Dane County, Wisconsin",937
"G5500270","2010-2014",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Wisconsin",53189,"Dodge County, Wisconsin",1016
"G5500290","2010-2014",,,"Wisconsin","55","Door County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Door County, Wisconsin",50078,"Door County, Wisconsin",1797
"G5500310","2010-2014",,,"Wisconsin","55","Douglas County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Wisconsin",44956,"Douglas County, Wisconsin",1556
"G5500330","2010-2014",,,"Wisconsin","55","Dunn County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dunn County, Wisconsin",49897,"Dunn County, Wisconsin",1956
"G5500350","2010-2014",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eau Claire County, Wisconsin",48209,"Eau Claire County, Wisconsin",1760
"G5500370","2010-2014",,,"Wisconsin","55","Florence County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Florence County, Wisconsin",49703,"Florence County, Wisconsin",3058
"G5500390","2010-2014",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fond du Lac County, Wisconsin",54529,"Fond du Lac County, Wisconsin",1337
"G5500410","2010-2014",,,"Wisconsin","55","Forest County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forest County, Wisconsin",40331,"Forest County, Wisconsin",1523
"G5500430","2010-2014",,,"Wisconsin","55","Grant County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Wisconsin",47266,"Grant County, Wisconsin",1326
"G5500450","2010-2014",,,"Wisconsin","55","Green County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Green County, Wisconsin",54868,"Green County, Wisconsin",1804
"G5500470","2010-2014",,,"Wisconsin","55","Green Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Green Lake County, Wisconsin",46502,"Green Lake County, Wisconsin",1846
"G5500490","2010-2014",,,"Wisconsin","55","Iowa County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa County, Wisconsin",54390,"Iowa County, Wisconsin",1664
"G5500510","2010-2014",,,"Wisconsin","55","Iron County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iron County, Wisconsin",41900,"Iron County, Wisconsin",3390
"G5500530","2010-2014",,,"Wisconsin","55","Jackson County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Wisconsin",44699,"Jackson County, Wisconsin",1658
"G5500550","2010-2014",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Wisconsin",54522,"Jefferson County, Wisconsin",1391
"G5500570","2010-2014",,,"Wisconsin","55","Juneau County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juneau County, Wisconsin",45135,"Juneau County, Wisconsin",2220
"G5500590","2010-2014",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenosha County, Wisconsin",54653,"Kenosha County, Wisconsin",1865
"G5500610","2010-2014",,,"Wisconsin","55","Kewaunee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kewaunee County, Wisconsin",53023,"Kewaunee County, Wisconsin",2564
"G5500630","2010-2014",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Crosse County, Wisconsin",50769,"La Crosse County, Wisconsin",1465
"G5500650","2010-2014",,,"Wisconsin","55","Lafayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Wisconsin",50154,"Lafayette County, Wisconsin",1706
"G5500670","2010-2014",,,"Wisconsin","55","Langlade County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Langlade County, Wisconsin",40994,"Langlade County, Wisconsin",2209
"G5500690","2010-2014",,,"Wisconsin","55","Lincoln County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Wisconsin",49189,"Lincoln County, Wisconsin",2057
"G5500710","2010-2014",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manitowoc County, Wisconsin",48629,"Manitowoc County, Wisconsin",1444
"G5500730","2010-2014",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marathon County, Wisconsin",53779,"Marathon County, Wisconsin",1158
"G5500750","2010-2014",,,"Wisconsin","55","Marinette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marinette County, Wisconsin",41364,"Marinette County, Wisconsin",1002
"G5500770","2010-2014",,,"Wisconsin","55","Marquette County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marquette County, Wisconsin",46875,"Marquette County, Wisconsin",1722
"G5500780","2010-2014",,,"Wisconsin","55","Menominee County","078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menominee County, Wisconsin",37740,"Menominee County, Wisconsin",2636
"G5500790","2010-2014",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milwaukee County, Wisconsin",43385,"Milwaukee County, Wisconsin",532
"G5500810","2010-2014",,,"Wisconsin","55","Monroe County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Wisconsin",49752,"Monroe County, Wisconsin",1387
"G5500830","2010-2014",,,"Wisconsin","55","Oconto County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oconto County, Wisconsin",51695,"Oconto County, Wisconsin",1988
"G5500850","2010-2014",,,"Wisconsin","55","Oneida County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, Wisconsin",45736,"Oneida County, Wisconsin",2733
"G5500870","2010-2014",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Outagamie County, Wisconsin",58421,"Outagamie County, Wisconsin",1250
"G5500890","2010-2014",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ozaukee County, Wisconsin",75643,"Ozaukee County, Wisconsin",2043
"G5500910","2010-2014",,,"Wisconsin","55","Pepin County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pepin County, Wisconsin",49321,"Pepin County, Wisconsin",3556
"G5500930","2010-2014",,,"Wisconsin","55","Pierce County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Wisconsin",61613,"Pierce County, Wisconsin",2710
"G5500950","2010-2014",,,"Wisconsin","55","Polk County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Wisconsin",49679,"Polk County, Wisconsin",1276
